"","ResponseId","Q6","Q8","STEM_Non-STEM","Q12","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q41","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q78_7_TEXT","Q80","Q80_3_TEXT","Q82","Q84","Q86","Q88","Q88_5_TEXT","Q90_1","Q90_2","Q92_1","Q92_2","Q92_3","Q137_1","Q137_2","Q136_1","Q136_2","Q136_3","Q139_1","Q139_2","Q138_1","Q138_2","Q138_3","Q141_1","Q141_2","Q140_1","Q140_2","Q140_3","Q95","Q97","Q99","Q101","Q103","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","otherobst","otherobst_scored","otherobst_TEXT","Q104","Q60","Sex_ANOVA_Code","Q61","Q62","Citizenship_ANOVA_Code","Q63","Hispanic_Latino_ANOVA_Code","Race_Ethnicity","Race_Ethnicy_ANOVA_Code","Race_RECODE","Underrepresented"
"259","R_4MEwYSeZvJrBWdX","PhD","College G","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Agree","Agree","Agree","Agree","Probably","Probably","Definitely","Very good","Very good","Good","Excellent","Fair","Very good","Very good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Fair","Very Good","Poor","Good","N/A","Somewhat helpful","Very helpful","Very helpful","Not very helpful","Not very helpful","Not very helpful","Yes","Yes","Not very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Very helpful","No",NA,"No",NA,"0","15","No","18","4","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Social Scientists and Related Occupations","Other Social Scientists","Education","4-year college or university","Scientists, Social Scientists","Social Scientists and Related Occupations","Other Social Scientists","Education","4-year college or university","Scientists, Social Scientists","Social Scientists and Related Occupations","Other Social Scientists",NA,NA,NA,NA,NA,"Postdoctoral fellow","University of Wisconsin - Madison","Yes",NA,"Madison","Probably","Probably","Definitely","Very good","Very good","Fair","Very good","Fair","Very good","Very good","Agree","Agree","Agree","Agree","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,NA,"Epidemiology","Female",2,"01/25/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"260","R_1pEEyLF46xbkE0L","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Very good","Excellent","Excellent","Excellent","Excellent","Yes, and I attended","Very Effective","Yes","No","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,"No",NA,"No",NA,"5","2","Yes","3","2","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A","Yes",NA,"N/A","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",1,NA,"Molecular and Translational Medicine","Male",1,"02/14/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"261","R_1NtzvryPbMo7dA5","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Probably","Probably","Maybe","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Yes, and I attended","Very Effective","Yes","No","Poor","Excellent","Excellent","Fair","N/A","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Very helpful","Yes","Not very helpful","No",NA,"2","10","Yes","3","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Non-tenure track faculty appointment",NA,"Education",NA,"Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visiting Assistant Professor","Boston College","Yes",NA,"Boston, MA","Probably","Probably","Maybe","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Mexican/Latin American Culture","Male",1,"07/03/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"262","R_XtUhi0r34xkPBwl","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Agree","Agree","Agree","Strongly Agree","Probably","Definitely","Probably","Very good","Very good","Excellent","Excellent","Fair","Excellent","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Fair","Good","Good","N/A","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Somewhat helpful","Very helpful","Very helpful","Very helpful","Yes","Somewhat helpful","Yes","Not very helpful","Yes","Very helpful","approximately 10","0","Not applicable","0","5","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes",NA,NA,"Research, Consulting, and Legal Services","Consulting Services (Economics, Physics, Biological, Chemical, Environmental, Energy, etc.)","Finance Professional","Other Financial Occupation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associate","Cornerstone Research","Yes",NA,"New York","Probably","Definitely","Probably","Very good","Very good","Excellent","Good","Fair","Very good","Very good","Agree","Agree","Agree","Strongly Agree","Not an obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Economics","Male",1,"06/22/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"263","R_AcG9gfCu2Q3sgZr","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Probably","Maybe","Probably","Very good","Very good","Very good","Good","Very good","Good","Very good","Yes, and I attended","Somewhat Effective","No","No","Very Good","Very Good","Very Good","Very Good","Very Good","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not very helpful","Not very helpful","Yes","No","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Very helpful","Very helpful","No",NA,"No",NA,"No",NA,"5","8","Yes","1","2","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services",NA,"Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"N/A","Probably","Maybe","Probably","Very good","Very good","Very good","Good","Very good","Good","Very good","Agree","Agree","Agree","Agree","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not applicable",NA,NA,NA,"Neuroscience","Female",2,"10/05/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"264","R_2Y4FqYAxrgZSRBK","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Good","Very good","Agree","Agree","Agree","Agree","Definitely","Probably","Probably","Good","Very good","Good","Good","Fair","Good",NA,"I don't remember",NA,"Yes","No","Excellent","Good","Good","Good","Excellent","Very helpful",NA,"Very helpful","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","Yes","Yes","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","Yes","Very helpful","No",NA,"Yes","Very helpful","6","5","Yes","2","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Other Life Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","Boston University","Yes",NA,"Boston","Probably","Maybe","Probably","Good","Very good","Good","Good","Good","Good","Very good","Agree","Agree","Agree","Agree","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Psychology","Male",1,"03/12/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"265","R_3jU4ltGq3U3Di35","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Excellent","Very good","Disagree","Ambivalent","Strongly Agree","Strongly Agree","Probably","Probably","Probably","Very good","Very good","Good","Fair","Good","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Good","Good","Good","Good","Good","Not very helpful","Not very helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Yes","Not very helpful","Not very helpful","Somewhat helpful","Very helpful","Very helpful","Very helpful","No",NA,"No",NA,"Yes","Very helpful","12","5","Yes","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes","Other","Scientist I","Other","Health Care","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist, Virology","PureTech Health","Yes",NA,NA,"Probably","Probably","Probably","Excellent","Very good","Good","Fair","Good","Very good","Very good","Disagree","Ambivalent","Agree","Strongly Agree","A major obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Neuroscience","Female",2,"10/03/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"266","R_2rCVeup1Q8WMi3B","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Maybe","Definitely","Probably","Very good","Very good","Very good","Excellent","Good","Good","Very good","Yes, and I attended","Very Effective","Yes","No","Very Good","Very Good","Very Good","Fair","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Very helpful","No",NA,"0","8","Yes","2","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Education","Other educational institutions","Education, Training, and Library Occupations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe","Definitely","Probably","Very good","Very good","Very good","Excellent","Good","Very good","Very good","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"French","Female",2,"07/03/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"267","R_2tsYjEXCQucRJII","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Ambivalent","Ambivalent","Ambivalent","Ambivalent","Maybe","Probably","Probably","Excellent","Excellent","Excellent","Very good","Poor","Excellent","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Good","Excellent","Very Good","Very Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Very helpful","Yes","Very helpful","Yes","Very helpful","5","10","Yes","2","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"An established business owner","Academic institution or research institution","No","Other","High school education","Education","K-12 school or school system, public or private","Education, Training, and Library Occupations","Other teacher (preschool, K-12, adult ed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Humanities Teacher","High Tech High","Yes",NA,"San Diego","Maybe","Probably","Probably","Very good","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Ambivalent","Ambivalent","Ambivalent","Ambivalent","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,"Philosophy","Male",1,"01/20/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"268","R_3Gct9hCMDZ9iGv1","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Fair","Good","Strongly Agree","Strongly Agree","Ambivalent","Agree","Maybe","Probably not","Maybe","Good","Good","Very good","Good","Fair","Fair",NA,"I don't remember",NA,"Yes","No","Good","Good","Fair","Very Good","Good","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes","Very helpful","Yes","Somewhat helpful","0","0","Not applicable","0","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Education","K-12 school or school system, public or private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Phoenix","Maybe","Probably not","Maybe","Good","Good","Good","Excellent","Good","Fair","Good","Strongly Agree","Agree","Ambivalent","Agree","A major obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Hispanic Language and Literatures","Female",2,"01/31/1980","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"269","R_237B8sBo3CrAcKt","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Very good","Strongly Agree","Strongly Agree","Ambivalent","Disagree","Maybe","Maybe","Definitely","Very good","Excellent","Excellent","Excellent","Good","Fair","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Fair","Fair","Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Somewhat helpful","Yes","Somewhat helpful","4","6","Yes","1","0","Negotiating with one or more specific organizations",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Non-tenure track faculty appointment",NA,"Education","4-year college or university","Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lecturer","Boston University","Yes",NA,"Boston","Probably","Maybe","Probably","Very good","Excellent","Excellent","Excellent","Good","Excellent","Excellent","Agree","Agree","Disagree","Disagree","A major obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"US History","Male",1,"09/14/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"270","R_pK1Yniz83eFe7C1","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Fair","Agree","Agree","Ambivalent","Strongly Agree","Probably","Definitely","Definitely","Poor","Fair","Poor","Fair","Poor","Fair","Fair","Yes, and I attended","Neither Effective nor Ineffective","Yes","No","Excellent","Good","Excellent","Very Good","Excellent","Somewhat helpful","Somewhat helpful","Not at all helpful","Not very helpful","Not very helpful","Not very helpful","Yes","No","Not very helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Not at all helpful","No",NA,"Yes","Very helpful","7","7","No","1","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes","Other","Scientist","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist",NA,"Yes",NA,NA,"Probably","Definitely","Definitely","Poor","Fair","Poor","Fair","Poor","Fair","Good","Agree","Strongly Agree","Ambivalent","Strongly Agree","Not an obstacle","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Biomedical Engineering","Male",1,"02/03/1993","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
